time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-20T08:23:23.429Z,62.2522,-148.4866,51,1.3,ml,,,,0.58,ak,ak0223mscv4m,2022-03-20T08:27:36.620Z,"50 km N of Chickaloon, Alaska",earthquake,,2.6,,,automatic,ak,ak
2022-03-20T08:04:32.839Z,62.8218,-143.6208,3.3,1.6,ml,,,,0.75,ak,ak0223ms8t8z,2022-03-20T08:26:51.500Z,"13 km SE of Mentasta Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T08:03:57.220Z,45.8788333,-111.3075,5.97,0.91,ml,5,205,0.279,0.08,mb,mb80541089,2022-03-21T16:08:25.730Z,"3 km NE of Manhattan, Montana",earthquake,0.74,6.33,0.073,2,reviewed,mb,mb
2022-03-20T07:52:34.530Z,19.2134990692139,-155.38166809082,32.3300018310547,1.86000001,md,45,165,,0.129999995,hv,hv72956467,2022-03-20T07:55:47.190Z,"10 km E of Pāhala, Hawaii",earthquake,0.6,0.939999998,0.550000012,12,automatic,hv,hv
2022-03-20T07:49:03.320Z,17.9648333333333,-67.0795,8.52,2.24,md,5,240,,0.03,pr,pr71340923,2022-03-20T11:18:26.660Z,"3 km WSW of La Parguera, Puerto Rico",earthquake,0.58,0.59,0.0489889333494902,3,reviewed,pr,pr
2022-03-20T07:44:54.591Z,60.6084,-149.9606,23.1,3,ml,,,,0.96,ak,ak0223mrw004,2022-03-21T07:48:12.458Z,"15 km NNW of Cooper Landing, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T07:43:08.652Z,14.1789,-92.0004,35,4.1,mb,,177,2.094,0.49,us,us6000h65l,2022-03-20T08:58:52.040Z,"15 km SW of Champerico, Guatemala",earthquake,9.3,2,0.069,57,reviewed,us,us
2022-03-20T07:32:03.230Z,34.0413333,-116.8813333,20.12,0.95,ml,40,93,0.04958,0.16,ci,ci39972799,2022-03-20T15:35:50.822Z,"13km N of Banning, CA",earthquake,0.24,0.47,0.124,16,reviewed,ci,ci
2022-03-20T07:31:18.918Z,59.8894,-152.796,94,2.4,ml,,,,0.49,ak,ak0223mrt4wz,2022-03-20T07:46:33.042Z,"55 km WNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-20T07:28:46.941Z,-41.7892,174.2174,10,4.4,mb,,85,0.603,0.65,us,us6000h65c,2022-03-20T08:05:34.084Z,"37 km SE of Blenheim, New Zealand",earthquake,2.7,1.9,0.19,8,reviewed,us,us
2022-03-20T07:09:11.970Z,38.8083344,-122.7728348,1.38,1.16,md,22,80,0.007861,0.03,nc,nc73708036,2022-03-20T08:19:13.546Z,"4km NNW of The Geysers, CA",earthquake,0.21,0.37,0.15,4,automatic,nc,nc
2022-03-20T07:09:05.490Z,38.8261667,-122.7968333,2.45,0.54,md,27,35,0.01071,0.02,nc,nc73708031,2022-03-20T18:43:16.479Z,"6km W of Cobb, CA",earthquake,0.22,0.38,0.054,3,reviewed,nc,nc
2022-03-20T07:02:31.780Z,19.2473335266113,-155.401672363281,31.7800006866455,2,md,40,134,,0.119999997,hv,hv72956442,2022-03-20T07:05:35.390Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.58,0.949999988,0.319999993,15,automatic,hv,hv
2022-03-20T06:50:17.380Z,34.0371667,-117.2508333,16.09,1.64,ml,85,33,0.07306,0.17,ci,ci39972783,2022-03-21T18:09:34.140Z,"2km SE of Loma Linda, CA",earthquake,0.15,0.29,0.146,28,reviewed,ci,ci
2022-03-20T06:39:01.018Z,61.1703,-151.9627,94.3,2.1,ml,,,,0.7,ak,ak0223mr9dn0,2022-03-20T06:44:56.774Z,"45 km WNW of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-20T06:13:12.160Z,17.9295,-66.9408333333333,11.91,2.3,md,4,241,,0.08,pr,pr71340918,2022-03-20T07:24:10.340Z,"5 km SW of Guánica, Puerto Rico",earthquake,1.21,0.45,0.116996927365373,4,reviewed,pr,pr
2022-03-20T06:09:46.200Z,19.2303333282471,-155.411834716797,32.3300018310547,2.19,ml,47,135,,0.119999997,hv,hv72956397,2022-03-20T06:15:17.210Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.46,0.730000019,3.44,6,automatic,hv,hv
2022-03-20T06:07:44.505Z,64.9242,-146.4207,12.7,1.3,ml,,,,0.32,ak,ak0223mr2m7q,2022-03-20T06:18:28.483Z,"21 km ENE of Pleasant Valley, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-20T06:06:57.231Z,38.5305,-119.5206,5.2,1.3,ml,8,73.35,0.056,0.1163,nn,nn00835693,2022-03-21T20:56:45.402Z,"4 km SSW of Coleville, California",earthquake,,1.8,0.11,3,reviewed,nn,nn
2022-03-20T06:05:45.300Z,19.1936664581299,-155.421661376953,30.6200008392334,2.13,ml,41,162,,0.140000001,hv,hv72956392,2022-03-20T06:11:17.630Z,"6 km E of Pāhala, Hawaii",earthquake,0.61,0.779999971,0.09,3,automatic,hv,hv
2022-03-20T06:03:08.050Z,34.0216667,-117.2193333,16.92,0.91,ml,24,124,0.1327,0.14,ci,ci39972775,2022-03-21T17:45:13.319Z,"5km SE of Loma Linda, CA",earthquake,0.22,0.52,0.101,11,reviewed,ci,ci
2022-03-20T05:48:48.750Z,33.2975,-116.2658333,6.38,0.68,ml,24,180,0.07435,0.21,ci,ci39972767,2022-03-20T15:20:18.983Z,"11km ENE of Borrego Springs, CA",earthquake,0.49,0.65,0.08,7,reviewed,ci,ci
2022-03-20T05:43:11.410Z,64.6604,-149.446,0,1.6,ml,,,,1.01,ak,ak0223mqotph,2022-03-20T05:49:22.547Z,"16 km WNW of Four Mile Road, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-20T05:39:42.900Z,38.794,-122.8055,3.2,1.6,md,54,39,0.005975,0.04,nc,nc73708026,2022-03-21T21:08:10.805Z,"5km WNW of The Geysers, CA",earthquake,0.15,0.27,0.213,20,reviewed,nc,nc
2022-03-20T05:15:28.390Z,35.98583333,-97.1975,7.75,1.38,ml,80,41,0.08098410816,0.19,ok,ok2022fmxq,2022-03-21T21:36:45.176Z,"4 km NE of Coyle, Oklahoma",earthquake,,0.5,0.33,7,reviewed,ok,ok
2022-03-20T05:13:02.856Z,60.2139,-140.381,0,1.7,ml,,,,0.78,ak,ak0223mqidlg,2022-03-20T05:15:38.379Z,"82 km NNW of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-20T04:51:03.331Z,60.494,-143.032,0,1.6,ml,,,,0.88,ak,ak0223mq537h,2022-03-20T04:53:28.214Z,"104 km S of McCarthy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T04:50:16.130Z,17.8103333333333,-66.878,8.03,2.44,md,6,264,,0.05,pr,pr71340913,2022-03-20T06:01:07.430Z,"18 km S of Guánica, Puerto Rico",earthquake,0.91,1.67,0.18944077934802,3,reviewed,pr,pr
2022-03-20T04:37:46.030Z,45.324,-121.6885,5.32,0.73,ml,9,152,0.01937,0.12,uw,uw61814782,2022-03-20T05:13:57.090Z,"5 km ENE of Government Camp, Oregon",earthquake,0.43,0.56,0.04685635130739907,4,reviewed,uw,uw
2022-03-20T04:37:30.190Z,44.6885,-112.9601667,5.99,0.63,ml,4,159,0.16,0.17,mb,mb80541109,2022-03-21T16:43:47.310Z,"29 km W of Lima, Montana",earthquake,1.12,8.19,0.249,3,reviewed,mb,mb
2022-03-20T04:36:33.831Z,34.3705,87.7001,10,4.3,mb,,126,10.71,0.94,us,us6000h64p,2022-03-20T04:59:53.040Z,"western Xizang",earthquake,11.9,2,0.154,14,reviewed,us,us
2022-03-20T04:36:07.190Z,17.938,-66.9638333333333,12.34,1.97,md,3,228,,0.08,pr,pr71340908,2022-03-20T05:54:25.340Z,"Puerto Rico region",earthquake,2.82,1.24,0.15075525242278,3,reviewed,pr,pr
2022-03-20T04:28:46.100Z,58.2436666666667,-155.099,6.21,-0.36,ml,5,119,,0.08,av,av91517336,2022-03-22T00:26:17.240Z,"84 km NNW of Karluk, Alaska",earthquake,0.31,0.93,0.216661228059869,5,reviewed,av,av
2022-03-20T04:19:02.800Z,38.5215,-119.5311667,1.55,2.3,md,16,73,0.04088,0.08,nc,nc73708021,2022-03-21T16:48:40.577Z,"4km W of Walker, CA",earthquake,0.18,0.59,0.209,32,reviewed,nc,nc
2022-03-20T04:17:31.669Z,57.7001,-155.1021,40.4,0.5,ml,,,,0.59,ak,ak0223mpxvmk,2022-03-20T04:24:10.362Z,"41 km WNW of Karluk, Alaska",earthquake,,1.7,,,automatic,ak,ak
2022-03-20T04:13:46.550Z,38.8325005,-122.7928314,1.58,0.36,md,8,89,0.006212,0.01,nc,nc73708016,2022-03-20T04:15:21.354Z,"6km W of Cobb, CA",earthquake,0.53,1.27,,1,automatic,nc,nc
2022-03-20T04:10:47.070Z,38.816,-122.7955,2.54,1.66,md,47,29,0.008022,0.04,nc,nc73708011,2022-03-21T21:47:16.172Z,"6km NW of The Geysers, CA",earthquake,0.12,0.2,0.059,12,reviewed,nc,nc
2022-03-20T04:06:32.050Z,38.8358345,-122.7813339,1.55,0.85,md,10,91,0.007492,0.02,nc,nc73708006,2022-03-20T04:38:16.236Z,"5km WNW of Cobb, CA",earthquake,0.61,1.02,,1,automatic,nc,nc
2022-03-20T04:04:49.639Z,56.4289,-156.488,70.5,3.3,ml,,,,0.78,ak,ak0223mpv418,2022-03-20T04:20:56.040Z,"119 km E of Chignik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-03-20T04:04:02.060Z,18.0111666666667,-66.8411666666667,15.43,2.3,md,5,151,,0.07,pr,pr71340903,2022-03-20T05:19:34.960Z,"2 km SSE of Yauco, Puerto Rico",earthquake,0.67,0.93,0.268559995838611,3,reviewed,pr,pr
2022-03-20T03:58:43.990Z,60.2632,-152.2789,78.9,1.7,ml,,,,0.58,ak,ak0223mpl8rj,2022-03-20T04:05:30.827Z,"41 km NW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-20T03:53:50.881Z,60.6346,-151.8061,68.2,1.5,ml,,,,0.56,ak,ak0223mpk6pc,2022-03-20T03:55:44.161Z,"26 km W of Salamatof, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-20T03:36:13.000Z,36.8646667,-121.5935,5.44,2.21,md,68,38,0.0072,0.12,nc,nc73708001,2022-03-21T18:25:14.871Z,"5km ESE of Aromas, CA",earthquake,0.16,0.33,0.127,70,reviewed,nc,nc
2022-03-20T03:35:23.420Z,47.869166666666665,-120.6985,8.63,1.41,ml,9,157,0.1423,0.15,uw,uw61814777,2022-03-20T05:21:59.050Z,"30 km N of Leavenworth, Washington",earthquake,0.65,0.74,0.01436630006006201,3,reviewed,uw,uw
2022-03-20T03:19:54.000Z,19.1961669921875,-155.407165527344,32.9500007629395,1.75,md,25,171,,0.150000006,hv,hv72956227,2022-03-20T03:23:00.920Z,"7 km E of Pāhala, Hawaii",earthquake,0.81,0.980000019,0.870000005,3,automatic,hv,hv
2022-03-20T03:06:14.721Z,61.3259,-146.8052,26.8,1.8,ml,,,,0.59,ak,ak0223mpa19c,2022-03-20T03:10:24.133Z,"32 km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-20T02:57:44.200Z,34.1601667,-116.4211667,10.23,0.97,ml,30,117,0.03866,0.11,ci,ci39972687,2022-03-21T14:54:17.590Z,"5km N of Yucca Valley, CA",earthquake,0.17,0.24,0.11,12,reviewed,ci,ci
2022-03-20T02:53:49.208Z,58.9187,-154.5282,135.8,2.1,ml,,,,0.48,ak,ak0223moyqvi,2022-03-20T03:15:09.040Z,"59 km SSE of Kokhanok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T02:43:34.985Z,37.5389,-97.7323,5,2.4,mb_lg,,77,0.385,0.52,us,us6000h648,2022-03-20T05:26:40.040Z,"9 km NW of Viola, Kansas",earthquake,2.4,2,0.147,12,reviewed,us,us
2022-03-20T02:33:57.980Z,51.9901666666667,178.262333333333,2.62,2.81,ml,9,315,,0.17,av,av91517201,2022-03-21T23:53:29.680Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.35,0.53,0.245137026846782,9,reviewed,av,av
2022-03-20T02:22:41.280Z,38.8120003,-122.822998,2.25,0.74,md,18,58,0.005753,0.02,nc,nc73707986,2022-03-20T02:49:16.574Z,"7km NW of The Geysers, CA",earthquake,0.22,0.6,0.11,2,automatic,nc,nc
2022-03-20T02:19:41.892Z,59.828,-138.9641,0,3.2,ml,,,,0.88,ak,ak0223morg1f,2022-03-20T02:37:13.759Z,"53 km NE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T02:14:49.640Z,37.4361667,-118.5001667,5.67,0.95,md,15,92,0.05713,0.04,nc,nc73707981,2022-03-20T05:10:13.449Z,"9km ENE of Round Valley, CA",earthquake,0.28,0.73,0.228,11,reviewed,nc,nc
2022-03-20T02:14:19.120Z,38.8121681,-122.8233337,2.25,0.5,md,14,73,0.005631,0.02,nc,nc73707976,2022-03-20T03:09:17.685Z,"7km NW of The Geysers, CA",earthquake,0.33,0.64,0.36,2,automatic,nc,nc
2022-03-20T02:13:11.365Z,11.7861,144.397,10,4.7,mb,,138,1.85,0.76,us,us6000h649,2022-03-20T03:22:51.040Z,"south of the Mariana Islands",earthquake,9.4,1.9,0.11,28,reviewed,us,us
2022-03-20T02:10:48.130Z,38.8390007,-122.7858353,1.59,0.85,md,13,89,0.00357,0.02,nc,nc73707971,2022-03-20T02:43:15.541Z,"6km WNW of Cobb, CA",earthquake,0.32,0.74,,1,automatic,nc,nc
2022-03-20T02:06:00.990Z,63.24,-150.5888,127.8,1.4,ml,,,,0.18,ak,ak0223mooklf,2022-03-20T02:07:36.379Z,"65 km ESE of Denali National Park, Alaska",earthquake,,3,,,automatic,ak,ak
2022-03-20T02:03:59.520Z,19.17799949646,-155.476837158203,35.3699989318848,2.44000006,md,48,77,,0.140000001,hv,hv72956192,2022-03-20T02:09:32.160Z,"2 km S of Pāhala, Hawaii",earthquake,0.56,0.769999981,1.49000001,27,automatic,hv,hv
2022-03-20T01:51:27.759Z,62.3486,-149.2814,34.7,1.9,ml,,,,0.5,ak,ak0223mocu9l,2022-03-20T02:10:56.897Z,"36 km NE of Susitna North, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-20T01:50:16.350Z,19.3393333333333,-155.2765,30.89,2.76,ml,57,76,,0.13,hv,hv72956177,2022-03-21T22:22:52.771Z,"12 km SSW of Volcano, Hawaii",earthquake,0.38,0.35,0.210779824216425,33,reviewed,hv,hv
2022-03-20T01:49:52.020Z,19.3303337097168,-155.470840454102,21.4899997711182,2.71,ml,8,111,,0.189999998,hv,hv72956172,2022-03-21T22:23:11.861Z,"14 km N of Pāhala, Hawaii",earthquake,1.37,2.3499999,3.48,29,automatic,hv,hv
2022-03-20T01:47:54.550Z,58.4008333333333,-154.430333333333,1.69,0.01,ml,5,261,,0.29,av,av91052138,2022-03-22T02:48:36.710Z,"92 km N of Karluk, Alaska",earthquake,1.26,2.12,0.408945323128967,5,reviewed,av,av
2022-03-20T01:36:20.269Z,36.69816667,-97.68233333,5,0.69,ml,46,49,0.2087590344,0.38,ok,ok2022fmqk,2022-03-21T15:43:13.688Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,1,0.22,12,reviewed,ok,ok
2022-03-20T01:35:52.220Z,19.1791667938232,-155.474670410156,33.7999992370605,2.36999989,md,46,82,,0.129999995,hv,hv72956157,2022-03-20T02:12:00.292Z,"2 km S of Pāhala, Hawaii",earthquake,0.51,0.720000029,1.75999999,26,automatic,hv,hv
2022-03-20T01:28:22.853Z,63.4553,-147.7229,16.9,1.6,ml,,,,0.45,ak,ak0223mo7we1,2022-03-20T01:31:09.858Z,"61 km E of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-20T01:11:39.399Z,40.0466,142.3327,50.24,4.2,mb,,188,1.219,0.39,us,us6000h63x,2022-03-20T01:32:42.040Z,"55 km NE of Miyako, Japan",earthquake,5.5,10,0.2,9,reviewed,us,us
2022-03-20T01:08:04.459Z,35.2225,-97.767,4.46,1.19,ml,19,90,0.01799646848,0.68,ok,ok2022fmpm,2022-03-21T16:47:24.947Z,"3 km WSW of Bridge Creek, Oklahoma",earthquake,,1.9,0.29,10,reviewed,ok,ok
2022-03-20T01:01:56.610Z,51.9331666666667,178.249,3.75,3.11,ml,11,308,,0.17,av,av91517076,2022-03-21T23:18:39.770Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.48,0.68,0.263358023311753,10,reviewed,av,av
2022-03-20T00:44:32.600Z,38.8156662,-122.8243332,2.06,0.36,md,11,54,0.007772,0.01,nc,nc73707961,2022-03-20T01:06:16.007Z,"7km NW of The Geysers, CA",earthquake,0.31,0.92,,1,automatic,nc,nc
2022-03-20T00:38:21.720Z,38.8176667,-122.8098333,1.76,0.39,md,22,42,0.005723,0.03,nc,nc73707956,2022-03-21T19:11:15.325Z,"6km NW of The Geysers, CA",earthquake,0.18,0.26,0.117,3,reviewed,nc,nc
2022-03-20T00:33:31.339Z,31.66820857,-104.4492132,7.802587891,2.3,ml,16,83,0.04395568213,0.3,tx,tx2022fmoi,2022-03-20T05:28:34.202Z,"56 km S of Whites City, New Mexico",earthquake,1.548431064,1.8590916120000003,0.2,12,reviewed,tx,tx
2022-03-20T00:33:15.402Z,-25.3898,-176.2209,10,5,mb,,72,4.142,0.59,us,us6000h63t,2022-03-20T10:53:50.791Z,"south of the Fiji Islands",earthquake,10.5,1.9,0.074,58,reviewed,us,us
2022-03-20T00:30:54.530Z,33.6431667,-116.6973333,13.32,0.33,ml,17,64,0.03231,0.08,ci,ci39972615,2022-03-21T16:18:05.306Z,"10km NNW of Anza, CA",earthquake,0.18,0.39,0.206,5,reviewed,ci,ci
2022-03-20T00:21:08.750Z,38.8293333,-122.8065,1.76,0.46,md,19,81,0.006554,0.02,nc,nc73707951,2022-03-21T19:04:14.459Z,"7km NW of The Geysers, CA",earthquake,0.34,0.3,0.066,3,reviewed,nc,nc
2022-03-20T00:20:44.920Z,38.7718333,-122.7403333,1.54,0.06,md,15,74,0.01173,0.03,nc,nc71127469,2022-03-21T19:08:15.241Z,"2km ESE of The Geysers, CA",earthquake,0.25,0.42,0.021,3,reviewed,nc,nc
2022-03-20T00:01:55.559Z,62.0289,-149.0975,41.8,1.7,ml,,,,0.51,ak,ak0223mngr0j,2022-03-20T00:04:12.329Z,"32 km NNE of Fishhook, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-03-20T00:00:15.601Z,37.5191,-97.7384,2.35,3.5,mb_lg,,50,0.365,0.25,us,us6000h63l,2022-03-21T00:05:08.175Z,"9 km WNW of Viola, Kansas",earthquake,1.8,7.5,0.041,153,reviewed,us,us
2022-03-19T23:55:34.480Z,44.6573333,-110.6636667,5.63,0.7,md,8,107,0.05402,0.06,uu,uu60486452,2022-03-21T16:11:02.340Z,"34 km E of West Yellowstone, Montana",earthquake,0.34,0.73,0.447,4,reviewed,uu,uu
2022-03-19T23:54:37.610Z,44.6578333,-110.6618333,6.6,0.66,md,12,69,0.05416,0.15,uu,uu60486447,2022-03-21T13:07:48.830Z,"35 km E of West Yellowstone, Montana",earthquake,0.4,0.79,0.233,6,reviewed,uu,uu
2022-03-19T23:53:49.540Z,39.4653,143.4607,10.2,4.6,mb,,146,2.263,0.53,us,us6000h63k,2022-03-20T00:14:46.040Z,"130 km E of Yamada, Japan",earthquake,6.5,5.1,0.073,57,reviewed,us,us
2022-03-19T23:46:11.230Z,38.5215,-119.5418333,-0.77,2.26,md,14,72,0.04915,0.09,nc,nc73707946,2022-03-21T19:42:23.580Z,"6km W of Walker, CA",earthquake,0.19,0.51,0.26,27,reviewed,nc,nc
2022-03-19T23:42:05.560Z,33.684,-116.772,15.1,0.83,ml,19,141,0.05531,0.09,ci,ci39972591,2022-03-21T21:03:05.525Z,"8km SW of Idyllwild, CA",earthquake,0.35,0.42,0.197,10,reviewed,ci,ci
2022-03-19T23:37:00.888Z,62.5003,-149.3547,2.6,1.7,ml,,,,0.76,ak,ak0223ldtyzp,2022-03-19T23:39:38.298Z,"38 km E of Chase, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-19T23:36:38.650Z,37.49,-121.5828333,4.94,0.95,md,28,61,0.05717,0.08,nc,nc73707941,2022-03-21T04:07:14.861Z,"26km ENE of Alum Rock, CA",earthquake,0.18,0.38,0.202,26,reviewed,nc,nc
2022-03-19T23:30:34.990Z,38.8356667,-122.7998352,2.22,0.85,md,10,65,0.007902,0.01,nc,nc73707936,2022-03-19T23:48:15.523Z,"7km WNW of Cobb, CA",earthquake,0.3,1.18,,1,automatic,nc,nc
2022-03-19T23:20:47.344Z,60.2072,-140.3721,0,1.6,ml,,,,0.95,ak,ak0223ldqffp,2022-03-19T23:23:20.191Z,"81 km NNW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-19T23:02:46.040Z,59.3581666666667,-153.448833333333,2.62,0.74,ml,4,131,,0.03,av,av91516996,2022-03-21T17:14:43.170Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.53,0.49,0.0984744007324739,4,reviewed,av,av
2022-03-19T22:51:06.712Z,31.66380378,-104.3105673,7.005639647999999,2.1,ml,14,90,0.03970897118,0.1,tx,tx2022fmkz,2022-03-20T05:34:24.317Z,"57 km S of Whites City, New Mexico",earthquake,1.2022096840000003,1.274097756,0.2,9,reviewed,tx,tx
2022-03-19T22:38:46.220Z,52.0775,-174.427833333333,10.06,2.36,ml,10,217,,0.11,av,av91516986,2022-03-21T17:04:10.940Z,"20 km SW of Atka, Alaska",earthquake,1.04,2.3,0.253101764848501,10,reviewed,av,av
2022-03-19T22:28:43.100Z,19.1873340606689,-155.431335449219,30.9500007629395,1.75,md,29,164,,0.109999999,hv,hv72955992,2022-03-19T22:32:05.350Z,"5 km ESE of Pāhala, Hawaii",earthquake,0.84,0.970000029,1.76999998,4,automatic,hv,hv
2022-03-19T22:22:52.287Z,6.8451,-73.0802,146.18,4.5,mb,,47,0.946,0.61,us,us6000h63b,2022-03-20T03:42:55.479Z,"12 km N of Jordán, Colombia",earthquake,5.9,6.4,0.125,19,reviewed,us,us
2022-03-19T22:21:53.350Z,35.8878333,-117.6965,4.54,1.47,ml,22,73,0.07067,0.12,ci,ci39972559,2022-03-21T17:37:05.265Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.36,0.169,9,reviewed,ci,ci
2022-03-19T22:12:47.200Z,46.201,-122.17483333333334,4.76,0.33,ml,11,73,0.0112,0.15,uw,uw61814692,2022-03-20T03:06:49.910Z,"38 km NNE of Amboy, Washington",earthquake,0.53,0.98,0.17078667381767987,7,reviewed,uw,uw
2022-03-19T21:56:09.230Z,52.0308333333333,178.309666666667,5.29,1.21,ml,4,351,,0.09,av,av91052103,2022-03-21T22:09:00.640Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.66,4.04,0.344436516819802,4,reviewed,av,av
2022-03-19T21:55:26.030Z,52.0641666666667,178.368333333333,7.51,1.61,ml,4,348,,0.08,av,av91052098,2022-03-21T21:45:12.950Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.61,2.67,0.220879853652081,4,reviewed,av,av
2022-03-19T21:52:55.140Z,17.9628333333333,-66.8178333333333,10.39,2.58,md,23,183,,0.17,pr,pr71340898,2022-03-19T22:22:22.530Z,"3 km S of Indios, Puerto Rico",earthquake,0.39,0.33,0.0247335109540552,4,reviewed,pr,pr
2022-03-19T21:51:14.240Z,38.7586667,-122.7163333,1.76,0.19,md,21,56,0.007279,0.04,nc,nc73707926,2022-03-20T20:32:15.148Z,"3km SW of Anderson Springs, CA",earthquake,0.33,0.23,0.03,4,reviewed,nc,nc
2022-03-19T21:51:07.060Z,19.2481670379639,-156.318832397461,6.32999992370605,3.12,ml,50,249,,0.180000007,hv,hv72955967,2022-03-20T18:11:24.945Z,"49 km WSW of Captain Cook, Hawaii",earthquake,3.59,4.90999985,3.82,22,automatic,hv,hv
2022-03-19T21:51:01.360Z,38.7596667,-122.718,1.62,1.19,md,40,96,0.005698,0.05,nc,nc73707921,2022-03-21T23:18:12.577Z,"3km SW of Anderson Springs, CA",earthquake,0.2,0.21,0.2,9,reviewed,nc,nc
2022-03-19T21:38:43.860Z,34.4523333,-117.9031667,10.94,0.78,ml,10,69,0.04331,0.09,ci,ci39972535,2022-03-21T17:33:06.325Z,"6km S of Pearblossom, CA",earthquake,0.24,0.38,0.143,6,reviewed,ci,ci
2022-03-19T21:35:33.560Z,34.7776667,-118.958,13.12,1.33,ml,20,92,0.009667,0.19,ci,ci39972527,2022-03-21T17:26:33.523Z,"5km SSW of Frazier Park, CA",earthquake,0.36,0.41,0.275,8,reviewed,ci,ci
2022-03-19T21:29:58.590Z,51.9855,178.274,3.13,2.57,ml,11,315,,0.18,av,av91516891,2022-03-21T16:55:07.230Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.56,1.07,0.191327513613993,11,reviewed,av,av
2022-03-19T21:26:26.469Z,59.7723,-153.1457,104.7,2,ml,,,,0.91,ak,ak0223lcksvs,2022-03-19T21:48:59.348Z,"53 km E of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-19T21:24:21.328Z,-25.3272,-176.2115,21,6.3,mww,,31,4.203,1.24,us,us6000h62z,2022-03-20T21:26:08.321Z,"south of the Fiji Islands",earthquake,4.8,1.8,0.043,52,reviewed,us,us
2022-03-19T21:22:48.980Z,59.3613333333333,-153.426333333333,-1.2,-0.16,ml,4,191,,0.05,av,av91516881,2022-03-21T16:35:06.270Z,"61 km SE of Pedro Bay, Alaska",earthquake,0.21,0.66,0.483146887421729,4,reviewed,av,av
2022-03-19T21:17:38.880Z,52.0093333333333,178.283666666667,2.04,3.18,ml,9,337,,0.08,av,av91516876,2022-03-21T16:32:14.060Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.94,0.63,0.259936708902845,12,reviewed,av,av
2022-03-19T21:13:46.930Z,17.944,-67.0246666666667,7.36,2.29,md,6,249,,0.19,pr,pr71340888,2022-03-19T21:39:39.430Z,"4 km SE of La Parguera, Puerto Rico",earthquake,1.33,0.47,0.0084752568862827,2,reviewed,pr,pr
2022-03-19T21:05:08.066Z,-30.3446,-72.2281,9.8,4.7,mwr,,144,0.608,0.78,us,us6000h62t,2022-03-20T01:41:44.563Z,"95 km WSW of Coquimbo, Chile",earthquake,3.9,3.8,0.034,83,reviewed,us,us
2022-03-19T21:03:51.830Z,56.2526666666667,-159.5485,29.63,1.48,ml,6,171,,0.31,av,av91516861,2022-03-20T21:23:33.420Z,"39 km N of Ivanof Bay, Alaska",earthquake,1.66,1.5,0.0539354034061108,4,reviewed,av,av
2022-03-19T20:54:43.450Z,36.47816667,-98.2,7.24,1.32,ml,39,109,0.1043795172,0.28,ok,ok2022fmhd,2022-03-21T21:03:22.212Z,"7 km SW of Goltry, Oklahoma",earthquake,,0.7,0.14,7,reviewed,ok,ok
2022-03-19T20:50:53.380Z,34.87683333,-97.78083333,15.64,0.84,ml,30,55,0.08458340185,0.29,ok,ok2022fmha,2022-03-21T20:49:28.367Z,"4 km S of Alex, Oklahoma",earthquake,,1.2,0.21,5,reviewed,ok,ok
2022-03-19T20:37:01.400Z,38.8224983,-122.8026657,2.5,0.84,md,9,86,0.005856,0.01,nc,nc73707906,2022-03-19T20:38:36.366Z,"6km NW of The Geysers, CA",earthquake,0.52,0.88,,1,automatic,nc,nc
